no time angle_min angle_max angle_increment time_increment scan_time range_min range_max range_size count countless
220 20190828140355 -3.124139071 3.141592741 0.017453292 0.000221816 0.079631783 0.150000006 16.000000000 24 7 17
221 20190828140355 -3.124139071 3.141592741 0.017453292 0.000199591 0.071653090 0.150000006 16.000000000 24 10 14
222 20190828140355 -3.124139071 3.141592741 0.017453292 0.000222521 0.079884984 0.150000006 16.000000000 24 9 15
223 20190828140355 -3.124139071 3.141592741 0.017453292 0.000221416 0.079488300 0.150000006 16.000000000 24 10 14
224 20190828140355 -3.124139071 3.141592741 0.017453292 0.000222029 0.079708248 0.150000006 16.000000000 24 10 14
225 20190828140355 -3.124139071 3.141592741 0.017453292 0.000200141 0.071850725 0.150000006 16.000000000 24 8 16
226 20190828140355 -3.124139071 3.141592741 0.017453292 0.000221970 0.079687357 0.150000006 16.000000000 24 9 15
227 20190828140355 -3.124139071 3.141592741 0.017453292 0.000222112 0.079738215 0.150000006 16.000000000 24 10 14
228 20190828140355 -3.124139071 3.141592741 0.017453292 0.000222173 0.079760112 0.150000006 16.000000000 24 11 13
229 20190828140355 -3.124139071 3.141592741 0.017453292 0.000199637 0.071669824 0.150000006 16.000000000 24 9 15
230 20190828140355 -3.124139071 3.141592741 0.017453292 0.000222060 0.079719424 0.150000006 16.000000000 24 8 16
231 20190828140356 -3.124139071 3.141592741 0.017453292 0.000222197 0.079768866 0.150000006 16.000000000 24 12 12
232 20190828140356 -3.124139071 3.141592741 0.017453292 0.000222311 0.079809763 0.150000006 16.000000000 24 10 14
233 20190828140356 -3.124139071 3.141592741 0.017453292 0.000199600 0.071656361 0.150000006 16.000000000 24 10 14
234 20190828140356 -3.124139071 3.141592741 0.017453292 0.000222085 0.079728536 0.150000006 16.000000000 24 7 17
235 20190828140356 -3.124139071 3.141592741 0.017453292 0.000222180 0.079762585 0.150000006 16.000000000 24 10 14
236 20190828140356 -3.124139071 3.141592741 0.017453292 0.000222168 0.079758190 0.150000006 16.000000000 24 11 13
237 20190828140356 -3.124139071 3.141592741 0.017453292 0.000199774 0.071719036 0.150000006 16.000000000 24 9 15
238 20190828140356 -3.124139071 3.141592741 0.017453292 0.000222328 0.079815820 0.150000006 16.000000000 24 8 16
239 20190828140356 -3.124139071 3.141592741 0.017453292 0.000221949 0.079679660 0.150000006 16.000000000 24 11 13
240 20190828140356 -3.124139071 3.141592741 0.017453292 0.000199915 0.071769409 0.150000006 16.000000000 24 9 15
241 20190828140356 -3.124139071 3.141592741 0.017453292 0.000221875 0.079653211 0.150000006 16.000000000 24 11 13
